collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,13,GLO_G1,1.27353E+18,-13652435.48,-4216592.893,21110372.47,-1428.949,-2519.211,-1426.288,-11599.23,0,20453785.39,5.696,1147.027,4.65,3.397
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,29,GPS_L1,1.27353E+18,-23780831.93,2015788.943,11635184.72,1285.87,-752.069,2745.777,-31296.73,-0.003,23376765.75,3.897,0,7.596,6.195
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,2,GPS_L1,1.27353E+18,-5486690.502,-18246316,19167786.64,2082.005,984.989,1581.673,-136679.897,0,21038368.09,1.799,0,3.863,2.634
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L1,1.27353E+18,6183534.128,-13573334.9,22026512.84,2358.908,1468.49,247.693,-81411.422,-0.002,22332037.6,2.099,0,5.505,4.107
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E5A,1.27353E+18,-5181975.021,-17413668.29,23369445.77,2240.539,699.601,1019.142,120171.432,0,23522106.34,0.6,-2347.88,7.079,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,12,GPS_L1,1.27353E+18,-10895094.34,-15306767.4,18602377.55,382.492,-2373.449,-1691.838,35345.025,-0.002,20113261.03,4.797,0,3.783,2.544
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,23,GLO_G1,1.27353E+18,-22031735.69,-6237071.982,11224280.71,1527.593,296.741,3160.757,91587.543,0.001,20694203.35,8.094,1147.027,5.196,3.728
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E1,1.27353E+18,-23857008.75,-14191027.14,10276514.29,955.684,405.404,2779.304,956095.784,-0.013,23271548.49,3.897,-220.078,4.597,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L1,1.27353E+18,-21921765.69,-14993974.93,-3462704.226,515.899,-80.554,-3057.527,-3909.253,0.001,23191581.85,4.797,0,7.319,5.323
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,12,GLO_G1,1.27353E+18,-14572194.37,-19209421.31,8381184.92,-671.783,-938.681,-3326.876,39203.251,0.001,19556875.91,2.698,1147.027,3.979,2.757
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,1,GAL_E1,1.27353E+18,-16875448.59,-1153612.848,24288122.86,-567.627,-2371.769,-506.942,-256790.053,-0.002,25326395.25,2.698,-220.078,5.335,3.849
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E5A,1.27353E+18,-4073803.029,-29053552.52,-3949622.12,-27.672,413.531,-3013.164,65954.307,-0.002,25926377.69,1.199,-2347.88,12.764,5.189
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E5A,1.27353E+18,16372067.55,-10473836.35,22333977.26,2171.749,560.278,-1328.746,259936.147,0,26998952.97,2.398,-2347.88,14.296,9.162
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L5,1.27353E+18,6183534.147,-13573334.89,22026512.84,2358.908,1468.49,247.693,-81412.419,-0.002,22329696.23,1.799,-2351.074,9.872,4.107
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,6,GLO_G1,1.27353E+18,15772519.14,-9493288.288,17664539.38,-1332.729,2019.176,2272.601,52934.189,0,23586086.24,8.094,1147.027,8.447,13.942
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E5A,1.27353E+18,-14843826.15,-21120752.28,14476568.14,-426.528,-1393.479,-2469.574,-179556.153,-0.001,23489910.73,1.199,-2347.88,6.876,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,24,GLO_G1,1.27353E+18,-25401920.75,-691105.426,-2248389.752,-321.347,156.581,3560.246,-468.079,0.001,23789745.75,9.294,1151.627,10.853,16.441
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E1,1.27353E+18,-5179734.422,-17412968.77,23370464.73,2240.693,699.45,1018.783,120171.076,0,23524449.22,1.799,-219.762,3.947,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,5,GPS_L1,1.27353E+18,-2176933.732,-26158638.08,-3409530.219,325.309,-416.344,3129.675,-3793.072,-0.001,23047018.03,5.696,0,7.544,5.698
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E1,1.27353E+18,16374239.24,-10473276.18,22332648.35,2171.667,560.067,-1329.089,259937.283,0,27001557.26,7.195,-219.762,7.973,9.165
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E1,1.27353E+18,-14844252.7,-21122145.61,14474098.47,-426.581,-1393.205,-2469.797,-179555.997,-0.001,23492140.58,2.398,-219.762,3.834,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L5,1.27353E+18,-21921249.63,-14994055.4,-3465761.735,516.226,-80.398,-3057.455,-3909.917,0.001,23189811.88,0.899,-2352.217,13.126,5.324
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,22,GLO_G1,1.27353E+18,-3180848.351,-10497396.62,23019489.66,3151.377,207.36,541.462,-377.07,-0.001,20150286,4.797,1151.627,4.297,3.147
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E1,1.27353E+18,-4073830.651,-29053138.84,-3952635.227,-27.571,413.827,-3013.104,65954.409,-0.002,25929017.07,3.298,-219.762,7.119,5.19
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E5A,1.27353E+18,-23856052.91,-14190621.73,10279293.53,955.983,405.407,2779.146,956094.832,-0.013,23269168.44,0.899,-2348.856,8.243,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,19,GPS_L1,1.27353E+18,15911009.74,-16104435.5,13574219.69,1711.13,-490.635,-2533.697,-47596.182,0.001,24132079.06,5.096,0,8.534,9.878
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,11,GLO_G1,1.27353E+18,-7449110.57,-22869069.13,-8412759.237,430.143,1078.606,-3312.631,-7070.761,0,22768709.9,2.698,1151.627,8.859,7.999
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,33,GAL_E1,1.27353E+18,-28319985.1,-2624750.367,-8173535.422,-828.418,-93.539,2899.661,-140086.162,0,28497257.81,11.992,-219.762,12.392,26.26
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L1,1.27353E+18,-14682596.48,-4395197.703,21475459.05,144.642,-2776.2,-438.174,1223.263,0,21310979.27,1.799,0,4.773,3.368
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,13,GLO_G1,1.27353E+18,-13653864.48,-4219111.965,21108945.93,-1429.061,-2518.924,-1426.796,-11599.23,0,20453345.6,5.696,1151.627,4.65,3.396
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,29,GPS_L1,1.27353E+18,-23779545.92,2015036.762,11637930.37,1286.14,-752.289,2745.529,-31296.733,-0.003,23376328.96,3.298,0,7.595,6.194
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,2,GPS_L1,1.27353E+18,-5484608.386,-18245331.02,19169368.12,2082.23,984.956,1581.286,-136679.897,0,21038590.54,1.799,0,3.863,2.634
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L1,1.27353E+18,6185893.091,-13571866.48,22026760.3,2359.025,1468.362,247.226,-81411.424,-0.002,22332571.83,1.799,0,5.506,4.108
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E5A,1.27353E+18,-5179734.407,-17412968.77,23370464.73,2240.693,699.45,1018.783,120171.432,0,23522322.79,0.6,-2348.856,7.079,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,12,GPS_L1,1.27353E+18,-10894711.93,-15309140.75,18600685.51,382.323,-2373.256,-1692.239,35345.023,-0.002,20113163.6,5.096,0,3.783,2.544
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,23,GLO_G1,1.27353E+18,-22030207.87,-6236775.293,11227441.34,1528.048,296.635,3160.487,91587.543,0.001,20693866.09,8.094,1151.627,5.196,3.727
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E1,1.27353E+18,-23856052.92,-14190621.74,10279293.51,955.983,405.407,2779.146,956095.771,-0.013,23271287.08,3.897,-219.762,4.596,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L1,1.27353E+18,-21921249.63,-14994055.4,-3465761.711,516.226,-80.398,-3057.455,-3909.253,0.001,23192173.05,4.197,0,7.32,5.324
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,12,GLO_G1,1.27353E+18,-14572866.08,-19210359.76,8377857.948,-671.648,-938.225,-3327.077,39203.252,0.001,19557243.15,2.398,1151.627,3.979,2.757
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,1,GAL_E1,1.27353E+18,-16876016.31,-1155984.573,24287615.73,-567.803,-2371.675,-507.316,-256790.055,-0.002,25326004.92,2.698,-219.762,5.335,3.848
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E5A,1.27353E+18,-4073830.651,-29053138.84,-3952635.249,-27.571,413.827,-3013.104,65954.304,-0.002,25926890.04,1.199,-2348.856,12.766,5.19
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E5A,1.27353E+18,16374239.25,-10473276.18,22332648.34,2171.667,560.067,-1329.089,259936.146,0,26999444.33,2.698,-2348.856,14.297,9.165
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L5,1.27353E+18,6185893.11,-13571866.47,22026760.3,2359.025,1468.361,247.226,-81412.421,-0.002,22330227.76,1.799,-2352.217,9.873,4.108
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,6,GLO_G1,1.27353E+18,15771186.41,-9491268.925,17666811.77,-1332.729,2019.548,2272.177,52934.189,0,23585893.78,10.493,1151.627,8.446,13.94
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E5A,1.27353E+18,-14844252.7,-21122145.62,14474098.45,-426.581,-1393.205,-2469.797,-179556.154,-0.001,23490013.25,1.499,-2348.856,6.876,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,24,GLO_G1,1.27353E+18,-25402241.85,-690948.816,-2244829.471,-320.849,156.64,3560.3,-468.078,0.001,23789153.36,9.294,1153.941,10.852,16.431
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E1,1.27353E+18,-5177493.654,-17412269.4,23371483.33,2240.847,699.298,1018.423,120171.076,0,23524664.17,1.799,-221.092,3.948,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,5,GPS_L1,1.27353E+18,-2176608.435,-26159054.24,-3406400.502,325.284,-415.968,3129.748,-3793.073,-0.001,23046447.53,6.296,0,7.543,5.697
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E1,1.27353E+18,16376410.86,-10472716.22,22331319.09,2171.584,559.855,-1329.432,259937.282,0,27002049.52,7.195,-221.092,7.973,9.168
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E1,1.27353E+18,-14844679.31,-21123538.68,14471628.56,-426.635,-1392.93,-2470.02,-179555.997,-0.001,23492237.12,2.398,-221.092,3.834,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L5,1.27353E+18,-21920733.24,-14994135.72,-3468819.149,516.552,-80.241,-3057.383,-3909.916,0.001,23190386.58,0.899,-2349.897,13.128,5.325
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,22,GLO_G1,1.27353E+18,-3177696.933,-10497189.39,23020030.85,3151.467,207.097,540.909,-377.071,-0.001,20150667.04,5.096,1153.941,4.297,3.147
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E1,1.27353E+18,-4073858.171,-29052724.87,-3955648.296,-27.47,414.123,-3013.043,65954.406,-0.002,25929524.02,3.298,-221.092,7.12,5.191
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E5A,1.27353E+18,-23855096.78,-14190216.32,10282072.6,956.282,405.41,2778.988,956094.819,-0.013,23268904.62,0.899,-2347.437,8.242,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,19,GPS_L1,1.27353E+18,15912720.7,-16104926.13,13571685.85,1710.799,-490.621,-2533.991,-47596.181,0.001,24132627.98,5.096,0,8.534,9.881
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,11,GLO_G1,1.27353E+18,-7448680.28,-22867990.35,-8416071.758,430.44,1078.973,-3312.429,-7070.762,0,22769525.64,2.698,1153.941,8.861,8.003
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,33,GAL_E1,1.27353E+18,-28320813.38,-2624843.832,-8170635.694,-828.146,-93.392,2899.787,-140086.162,0,28496770.65,13.79,-221.092,12.39,26.241
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L1,1.27353E+18,-14682451.92,-4397973.881,21475020.64,144.477,-2776.149,-438.64,1223.263,0,21310547.57,1.799,0,4.773,3.367
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,13,GLO_G1,1.27353E+18,-13655293.6,-4221630.749,21107518.88,-1429.172,-2518.636,-1427.304,-11599.23,0,20452868.63,6.296,1153.941,4.649,3.396
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,29,GPS_L1,1.27353E+18,-23778259.65,2014284.362,11640675.78,1286.411,-752.509,2745.281,-31296.735,-0.003,23375870.57,3.598,0,7.594,6.193
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,2,GPS_L1,1.27353E+18,-5482526.044,-18244346.09,19170949.21,2082.455,984.924,1580.899,-136679.897,0,21038812.69,1.799,0,3.864,2.634
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L1,1.27353E+18,6188252.17,-13570398.18,22027007.29,2359.141,1468.233,246.76,-81411.426,-0.002,22333101.87,1.799,0,5.506,4.109
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E5A,1.27353E+18,-5177493.638,-17412269.4,23371483.33,2240.847,699.298,1018.423,120171.432,0,23522539.84,0.6,-2347.437,7.079,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,12,GPS_L1,1.27353E+18,-10894329.69,-15311513.91,18598993.07,382.154,-2373.063,-1692.64,35345.021,-0.002,20113065.57,4.797,0,3.783,2.544
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,21,GLO_G1,1.27353E+18,16195345.98,-7446320.283,18233967.3,2505.583,-20.484,-2235.18,-37332.656,-0.001,23986559.8,13.79,1153.941,8.557,19.375
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,23,GLO_G1,1.27353E+18,-22028679.59,-6236478.71,11230601.69,1528.504,296.529,3160.217,91587.544,0.001,20693576.49,10.493,1153.941,5.195,3.727
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E1,1.27353E+18,-23855096.79,-14190216.33,10282072.58,956.282,405.41,2778.988,956095.758,-0.013,23271020.86,3.598,-221.092,4.596,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L1,1.27353E+18,-21920733.24,-14994135.72,-3468819.125,516.552,-80.241,-3057.383,-3909.252,0.001,23192732.46,4.197,0,7.321,5.325
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,12,GLO_G1,1.27353E+18,-14573537.66,-19211297.75,8374530.774,-671.513,-937.769,-3327.278,39203.253,0.001,19557596.01,2.398,1153.941,3.98,2.757
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,1,GAL_E1,1.27353E+18,-16876584.2,-1158356.203,24287108.23,-567.98,-2371.581,-507.689,-256790.057,-0.002,25325615.79,2.698,-221.092,5.335,3.848
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E5A,1.27353E+18,-4073858.171,-29052724.86,-3955648.317,-27.47,414.123,-3013.043,65954.302,-0.002,25927402.39,1.199,-2347.437,12.768,5.191
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E5A,1.27353E+18,16376410.87,-10472716.22,22331319.08,2171.584,559.855,-1329.432,259936.146,0,26999935.39,2.398,-2347.437,14.298,9.168
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L5,1.27353E+18,6188252.188,-13570398.17,22027007.29,2359.141,1468.233,246.76,-81412.423,-0.002,22330758.99,2.099,-2349.897,9.874,4.109
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,6,GLO_G1,1.27353E+18,15769853.68,-9489249.191,17669083.74,-1332.729,2019.919,2271.753,52934.189,0,23585776.86,9.294,1153.941,8.446,13.939
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E5A,1.27353E+18,-14844679.31,-21123538.69,14471628.55,-426.635,-1392.93,-2470.02,-179556.154,-0.001,23490115.18,1.199,-2347.437,6.876,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,24,GLO_G1,1.27353E+18,-25402562.45,-690792.145,-2241269.137,-320.351,156.7,3560.354,-468.078,0.001,23788572.37,10.493,1152.556,10.851,16.421
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E1,1.27353E+18,-5175252.731,-17411570.18,23372501.57,2241.001,699.146,1018.064,120171.076,0,23524880.62,1.799,-220.58,3.948,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,5,GPS_L1,1.27353E+18,-2176283.163,-26159470.02,-3403270.711,325.258,-415.593,3129.821,-3793.073,-0.001,23045862.03,5.696,0,7.542,5.696
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E1,1.27353E+18,16378582.4,-10472156.47,22329989.49,2171.501,559.643,-1329.775,259937.282,0,27002538.18,7.195,-220.58,7.974,9.17
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E1,1.27353E+18,-14845105.97,-21124931.47,14469158.43,-426.689,-1392.655,-2470.242,-179555.998,-0.001,23492340.84,2.698,-220.58,3.834,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L5,1.27353E+18,-21920216.52,-14994215.89,-3471876.49,516.879,-80.085,-3057.311,-3909.916,0.001,23190959.49,0.899,-2351.583,13.13,5.326
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,22,GLO_G1,1.27353E+18,-3174545.425,-10496982.43,23020571.48,3151.557,206.833,540.356,-377.071,-0.001,20151039.38,5.096,1152.556,4.297,3.147
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E1,1.27353E+18,-4073885.59,-29052310.6,-3958661.303,-27.368,414.419,-3012.982,65954.404,-0.002,25930042.96,3.298,-220.58,7.121,5.192
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E5A,1.27353E+18,-23854140.35,-14189810.91,10284851.51,956.581,405.413,2778.83,956094.806,-0.013,23268639.91,0.899,-2347.971,8.242,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,19,GPS_L1,1.27353E+18,15914431.33,-16105416.74,13569151.71,1710.467,-490.608,-2534.285,-47596.18,0.001,24133158.31,4.797,0,8.535,9.884
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,11,GLO_G1,1.27353E+18,-7448249.693,-22866911.19,-8419384.076,430.737,1079.339,-3312.226,-7070.762,0,22770346.47,2.698,1152.556,8.862,8.006
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L1,1.27353E+18,-14682307.52,-4400750.009,21474581.77,144.313,-2776.098,-439.106,1223.263,0,21310115.87,1.799,0,4.772,3.367
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,13,GLO_G1,1.27353E+18,-13656722.83,-4224149.245,21106091.32,-1429.284,-2518.349,-1427.812,-11599.23,0,20452434.83,6.296,1152.556,4.649,3.395
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,29,GPS_L1,1.27353E+18,-23776973.1,2013531.742,11643420.95,1286.681,-752.728,2745.033,-31296.738,-0.003,23375424.48,3.897,0,7.593,6.192
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,2,GPS_L1,1.27353E+18,-5480443.477,-18243361.18,19172529.91,2082.68,984.891,1580.512,-136679.898,0,21039034.23,2.099,0,3.864,2.634
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L1,1.27353E+18,6190611.365,-13568930.02,22027253.82,2359.257,1468.104,246.294,-81411.428,-0.002,22333634.3,1.799,0,5.507,4.109
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E5A,1.27353E+18,-5175252.715,-17411570.18,23372501.58,2241.001,699.146,1018.064,120171.432,0,23522756.59,0.6,-2347.971,7.079,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,12,GPS_L1,1.27353E+18,-10893947.62,-15313886.88,18597300.23,381.984,-2372.87,-1693.042,35345.019,-0.002,20112968.13,5.096,0,3.783,2.544
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,23,GLO_G1,1.27353E+18,-22027150.86,-6236182.234,11233761.78,1528.96,296.423,3159.947,91587.544,0.001,20693232.03,7.195,1152.556,5.195,3.727
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E1,1.27353E+18,-23854140.35,-14189810.92,10284851.49,956.581,405.413,2778.83,956095.744,-0.013,23270759.74,3.897,-220.58,4.596,3.111
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L1,1.27353E+18,-21920216.53,-14994215.89,-3471876.466,516.879,-80.085,-3057.311,-3909.251,0.001,23193313.16,4.797,0,7.322,5.326
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,12,GLO_G1,1.27353E+18,-14574209.11,-19212235.29,8371203.4,-671.378,-937.313,-3327.478,39203.254,0.001,19557941.67,2.698,1152.556,3.98,2.757
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,1,GAL_E1,1.27353E+18,-16877152.27,-1160727.74,24286600.35,-568.156,-2371.486,-508.062,-256790.06,-0.002,25325222.17,2.698,-220.58,5.334,3.847
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E5A,1.27353E+18,-4073885.59,-29052310.59,-3958661.324,-27.368,414.419,-3012.982,65954.299,-0.002,25927912.93,1.199,-2347.971,12.769,5.192
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E5A,1.27353E+18,16378582.41,-10472156.47,22329989.48,2171.501,559.643,-1329.775,259936.146,0,27000424.05,2.698,-2347.971,14.3,9.17
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L5,1.27353E+18,6190611.383,-13568930.01,22027253.82,2359.257,1468.104,246.294,-81412.424,-0.002,22331286.92,2.398,-2351.583,9.875,4.109
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,6,GLO_G1,1.27353E+18,15768520.95,-9487229.084,17671355.28,-1332.729,2020.291,2271.329,52934.189,0,23585595.78,10.493,1152.556,8.446,13.937
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E5A,1.27353E+18,-14845105.97,-21124931.48,14469158.42,-426.689,-1392.655,-2470.242,-179556.155,-0.001,23490216.81,1.499,-2347.971,6.876,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,24,GLO_G1,1.27353E+18,-25402882.56,-690635.415,-2237708.749,-319.854,156.76,3560.408,-468.077,0.001,23787991.07,7.195,1152.734,10.849,16.411
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,13,GAL_E1,1.27353E+18,-5173011.654,-17410871.11,23373519.45,2241.155,698.994,1017.705,120171.076,0,23525099.76,1.799,-217.237,3.948,2.724
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,5,GPS_L1,1.27353E+18,-2175957.917,-26159885.42,-3400140.847,325.233,-415.217,3129.894,-3793.074,-0.001,23045284.63,4.797,0,7.541,5.695
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,15,GAL_E1,1.27353E+18,16380753.85,-10471596.94,22328659.55,2171.418,559.432,-1330.118,259937.281,0,27003032.84,6.296,-217.237,7.975,9.173
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,21,GAL_E1,1.27353E+18,-14845532.69,-21126323.99,14466688.08,-426.743,-1392.381,-2470.465,-179555.999,-0.001,23492440.07,2.698,-217.237,3.835,2.549
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,33,GAL_E5A,1.27353E+18,-28322469.14,-2625030.32,-8164835.838,-827.604,-93.098,2900.038,-140085.045,0,28493662.1,2.998,-2347.14,22.214,26.202
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,24,GPS_L5,1.27353E+18,-21919699.48,-14994295.89,-3474933.759,517.205,-79.93,-3057.239,-3909.915,0.001,23191533.29,0.899,-2349.671,13.132,5.327
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,22,GLO_G1,1.27353E+18,-3171393.827,-10496775.73,23021111.56,3151.646,206.57,539.802,-377.072,-0.001,20151383.84,4.797,1152.734,4.298,3.148
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,27,GAL_E1,1.27353E+18,-4073912.907,-29051896.03,-3961674.25,-27.267,414.715,-3012.921,65954.401,-0.002,25930557.4,2.998,-217.237,7.122,5.193
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,6,26,GAL_E5A,1.27353E+18,-23853183.61,-14189405.5,10287630.27,956.88,405.416,2778.672,956094.793,-0.013,23268375.49,0.899,-2347.14,8.241,3.11
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,19,GPS_L1,1.27353E+18,15916141.62,-16105907.34,13566617.28,1710.135,-490.594,-2534.579,-47596.179,0.001,24133688.95,4.197,0,8.536,9.887
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,11,GLO_G1,1.27353E+18,-7447818.808,-22865831.67,-8422696.191,431.034,1079.706,-3312.023,-7070.762,0,22771156.21,2.398,1152.734,8.864,8.01
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,25,GPS_L1,1.27353E+18,-14682163.29,-4403526.085,21474142.43,144.149,-2776.047,-439.572,1223.263,0,21309684.46,1.799,0,4.772,3.366
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,3,13,GLO_G1,1.27353E+18,-13658152.17,-4226667.454,21104663.25,-1429.395,-2518.061,-1428.32,-11599.23,0,20452006.42,5.696,1152.734,4.648,3.395
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,29,GPS_L1,1.27353E+18,-23775686.28,2012778.901,11646165.86,1286.951,-752.948,2744.785,-31296.741,-0.003,23374962.8,3.598,0,7.592,6.191
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,2,GPS_L1,1.27353E+18,-5478360.686,-18242376.3,19174110.23,2082.905,984.859,1580.125,-136679.898,0,21039251.88,2.099,0,3.864,2.634
2020-05-14-US-MTV-1,Pixel4,1.27353E+12,1,6,GPS_L1,1.27353E+18,6192970.676,-13567461.98,22027499.88,2359.373,1467.975,245.827,-81411.43,-0.002,22334166.13,1.799,0,5.508,4.11
